index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
55,61,	96	6	0	6	48319	48	623	0	0	0	0	1	623	3741	12	0	2	
55,62,	96	11	0	11	48422	48	861	0	0	0	0	1	861	4082	22	0	2	
55,63,	96	5	0	5	47825	48	909	0	0	0	0	2	909	5639	10	0	2	
55,64,	97	8	3	11	48387	48	2022	1	1	1	1	3	1798	11737	22	224	2	
55,65,	97	4	0	4	48580	48	1178	0	0	0	0	1	1178	3992	8	0	2	
55,66,	97	3	0	3	48573	48	418	0	0	0	0	1	418	3408	6	0	2	
55,67,	97	3	0	3	48573	48	418	0	0	0	0	1	418	3408	6	0	2	
55,68,	95	46	62	114	44978	39	23073	19	19	16	1	10	13693	108277	210	9044	0	
55,69,	97	3	0	3	48582	47	418	0	0	0	0	1	418	5683	6	0	2	
55,70,	97	6	0	6	48372	45	1505	0	0	0	0	3	1505	13163	12	0	2	
55,71,	97	4	0	4	48602	48	506	0	0	0	0	1	506	4181	8	0	2	
55,72,	97	8	4	14	48159	47	2421	2	2	1	1	4	1946	17532	28	354	2	
55,73,	97	6	0	6	48591	47	772	0	0	0	0	1	772	5438	12	0	2	
55,74,	97	3	0	3	48614	48	418	0	0	0	0	1	418	3904	6	0	2	
55,75,	97	10	0	10	48314	47	4420	0	0	0	0	5	4420	14444	20	0	2	
55,76,	97	4	0	4	48643	48	418	0	0	0	0	1	418	4671	8	0	2	
55,77,	97	3	0	3	48566	48	418	0	0	0	0	1	418	3287	6	0	2	
55,78,	96	3	0	3	48199	48	418	0	0	0	0	1	418	3267	6	0	2	
55,79,	97	4	0	4	48581	47	489	0	0	0	0	1	489	5810	8	0	2	
55,80,	97	5	0	5	48566	48	954	0	0	0	0	1	954	4146	10	0	2	
55,81,	97	4	0	4	48643	48	418	0	0	0	0	1	418	4671	8	0	2	
55,82,	97	4	0	4	48509	48	418	0	0	0	0	1	418	3971	8	0	2	
55,83,	97	5	0	5	48567	48	758	0	0	0	0	1	758	3647	10	0	2	
55,84,	97	12	9	21	48000	46	3674	3	3	3	1	3	2688	16710	36	986	2	
55,85,	97	6	0	6	48609	47	675	0	0	0	0	1	675	5401	12	0	2	
55,86,	97	4	0	4	48601	47	591	0	0	0	0	1	591	5177	8	0	2	
55,87,	97	7	0	7	48346	48	1845	0	0	0	0	3	1845	7932	14	0	2	
55,88,	97	3	0	3	48486	48	418	0	0	0	0	1	418	4082	6	0	2	
55,89,	97	3	0	3	48581	47	418	0	0	0	0	1	418	5263	6	0	2	
55,90,	95	30	2	32	48153	47	5443	1	1	1	1	2	5224	12496	64	219	2	
55,91,	97	3	0	3	48632	48	418	0	0	0	0	1	418	4368	6	0	2	
55,92,	97	5	0	5	48479	47	638	0	0	0	0	1	638	4553	10	0	2	
55,93,	96	12	3	17	47771	47	2885	2	2	1	1	2	2408	9230	32	259	2	
55,94,	97	3	0	3	48490	48	418	0	0	0	0	1	418	4039	6	0	2	
55,95,	97	3	0	3	48566	48	418	0	0	0	0	1	418	3287	6	0	2	
55,96,	97	3	0	3	48582	47	418	0	0	0	0	1	418	5683	6	0	2	
55,97,	96	3	0	3	48199	48	418	0	0	0	0	1	418	3267	6	0	2	
55,98,	97	4	0	4	48567	48	471	0	0	0	0	1	471	3539	8	0	2	
55,99,	97	4	0	4	48581	48	494	0	0	0	0	1	494	3509	8	0	2	
56,57,	95	23	8	31	47275	48	8758	2	2	2	1	5	8362	22602	60	396	2	
56,58,	95	20	8	28	47276	48	8554	2	2	2	1	4	8158	20072	54	396	2	
56,59,	94	20	8	28	46962	48	8267	2	2	2	1	4	7871	19831	54	396	2	
56,60,	95	22	8	30	47356	48	9301	2	2	2	1	4	8905	20406	58	396	2	
56,61,	94	22	8	30	47025	48	8472	2	2	2	1	4	8076	20168	58	396	2	
56,62,	94	27	8	35	47128	48	8710	2	2	2	1	4	8314	20498	68	396	2	
56,63,	94	21	8	29	46537	48	8758	2	2	2	1	5	8362	22036	56	396	2	
56,64,	95	24	11	35	47088	48	9871	3	3	3	1	6	9251	28083	68	620	1	
56,65,	95	20	8	28	47281	48	9027	2	2	2	1	4	8631	20423	54	396	2	
56,66,	95	19	8	27	47276	48	8267	2	2	2	1	4	7871	19796	52	396	2	
56,67,	95	19	8	27	47276	48	8267	2	2	2	1	4	7871	19796	52	396	2	
56,68,	93	62	72	136	43740	37	30716	20	20	19	1	14	21146	118944	250	9449	0	
56,69,	95	19	8	27	47283	47	8267	2	2	2	1	4	7871	21844	52	396	2	
56,70,	95	22	8	30	47075	44	9354	2	2	2	1	6	8958	28751	58	396	1	
56,71,	95	20	8	28	47303	48	8355	2	2	2	1	4	7959	20600	54	396	2	
56,72,	95	24	12	38	46864	47	10270	4	4	3	1	7	9399	33557	74	750	1	
56,73,	95	22	8	30	47292	47	8621	2	2	2	1	4	8225	21589	58	396	2	
56,74,	95	19	8	27	47314	48	8267	2	2	2	1	4	7871	20331	52	396	2	
56,75,	95	26	8	34	47014	47	12269	2	2	2	1	8	11873	30892	66	396	1	
56,76,	95	20	8	28	47343	48	8267	2	2	2	1	4	7871	21032	54	396	2	
56,77,	95	19	8	27	47267	48	8267	2	2	2	1	4	7871	19723	52	396	2	
56,78,	94	19	8	27	46904	48	8267	2	2	2	1	4	7871	19684	52	396	2	
56,79,	95	20	8	28	47282	47	8338	2	2	2	1	4	7942	21974	54	396	2	
56,80,	95	21	8	29	47267	48	8803	2	2	2	1	4	8407	20582	56	396	2	
56,81,	95	20	8	28	47343	48	8267	2	2	2	1	4	7871	21032	54	396	2	
56,82,	95	20	8	28	47282	47	8267	2	2	2	1	4	7871	21426	52	396	2	
56,83,	95	21	8	29	47268	48	8607	2	2	2	1	4	8211	20081	56	396	2	
56,84,	95	28	17	45	46706	46	11523	5	5	5	1	6	10141	33122	82	1382	1	
56,85,	95	22	8	30	47308	47	8524	2	2	2	1	4	8128	21651	58	396	2	
56,86,	95	20	8	28	47301	47	8440	2	2	2	1	4	8044	21430	54	396	2	
56,87,	95	23	8	31	47045	48	9694	2	2	2	1	6	9298	24399	60	396	1	
56,88,	95	19	8	27	47192	48	8267	2	2	2	1	4	7871	20458	52	396	2	
56,89,	95	19	8	27	47282	47	8267	2	2	2	1	4	7871	21426	52	396	2	
56,90,	93	46	10	56	46843	47	13292	3	3	3	1	5	12677	28538	108	615	1	
56,91,	95	19	8	27	47332	48	8267	2	2	2	1	4	7871	20775	52	396	2	
56,92,	95	21	8	29	47180	47	8487	2	2	2	1	4	8091	20955	56	396	2	
56,93,	94	28	11	41	46483	47	10734	4	4	3	1	5	9861	25801	78	655	1	
56,94,	95	19	8	27	47389	48	8267	2	2	2	1	3	7871	18105	50	396	2	
56,95,	95	19	8	27	47267	48	8267	2	2	2	1	4	7871	19723	52	396	2	
56,96,	95	19	8	27	47283	47	8267	2	2	2	1	4	7871	21844	52	396	2	
56,97,	94	19	8	27	46904	48	8267	2	2	2	1	4	7871	19684	52	396	2	
56,98,	95	20	8	28	47268	48	8320	2	2	2	1	4	7924	19975	54	396	2	
56,99,	95	20	8	28	47282	48	8343	2	2	2	1	4	7947	19934	54	396	2	
57,58,	97	7	0	7	48531	48	778	0	0	0	0	2	778	6555	14	0	2	
57,59,	96	7	0	7	48212	48	491	0	0	0	0	2	491	6306	14	0	2	
57,60,	97	9	0	9	48611	48	1525	0	0	0	0	2	1525	6823	18	0	2	
57,61,	96	9	0	9	48275	48	696	0	0	0	0	2	696	6638	18	0	2	
57,62,	96	14	0	14	48378	48	934	0	0	0	0	2	934	6980	28	0	2	
57,63,	96	8	0	8	47781	48	982	0	0	0	0	3	982	8540	16	0	2	
57,64,	97	11	3	14	48343	48	2095	1	1	1	1	4	1871	14627	28	224	2	
57,65,	97	7	0	7	48536	48	1251	0	0	0	0	2	1251	6824	14	0	2	
57,66,	97	6	0	6	48531	48	491	0	0	0	0	2	491	6273	12	0	2	
57,67,	97	6	0	6	48531	48	491	0	0	0	0	2	491	6273	12	0	2	
57,68,	95	49	62	115	45107	38	22940	18	18	16	1	11	13766	107335	212	9044	0	
57,69,	97	6	0	6	48538	47	491	0	0	0	0	2	491	8541	12	0	2	
57,70,	97	9	0	9	48328	45	1578	0	0	0	0	4	1578	15945	18	0	2	
57,71,	97	7	0	7	48558	48	579	0	0	0	0	2	579	7080	14	0	2	
57,72,	97	11	4	17	48115	47	2494	2	2	1	1	5	2019	20392	34	354	2	
57,73,	97	9	0	9	48547	47	845	0	0	0	0	2	845	8298	18	0	2	
57,74,	97	6	0	6	48570	48	491	0	0	0	0	2	491	6802	12	0	2	
57,75,	97	13	0	13	48270	47	4493	0	0	0	0	6	4493	17315	26	0	2	
57,76,	97	7	0	7	48599	48	491	0	0	0	0	2	491	7561	14	0	2	
57,77,	97	6	0	6	48522	48	491	0	0	0	0	2	491	6176	12	0	2	
57,78,	96	6	0	6	48156	48	491	0	0	0	0	2	491	6156	12	0	2	
57,79,	97	7	0	7	48537	47	562	0	0	0	0	2	562	8665	14	0	2	
57,80,	97	8	0	8	48522	48	1027	0	0	0	0	2	1027	7030	16	0	2	
57,81,	97	7	0	7	48599	48	491	0	0	0	0	2	491	7561	14	0	2	
57,82,	97	7	0	7	48465	48	491	0	0	0	0	2	491	6862	14	0	2	
57,83,	97	8	0	8	48523	48	831	0	0	0	0	2	831	6536	16	0	2	
57,84,	97	15	9	24	47956	46	3747	3	3	3	1	4	2761	19568	42	986	2	
57,85,	97	9	0	9	48563	47	748	0	0	0	0	2	748	8333	18	0	2	
57,86,	97	7	0	7	48557	47	664	0	0	0	0	2	664	8072	14	0	2	
57,87,	97	10	0	10	48302	48	1918	0	0	0	0	4	1918	10861	20	0	2	
57,88,	97	6	0	6	48442	48	491	0	0	0	0	2	491	6971	12	0	2	
57,89,	97	6	0	6	48537	47	491	0	0	0	0	2	491	8122	12	0	2	
57,90,	95	33	2	35	48108	47	5516	1	1	1	1	3	5297	15426	70	219	2	
57,91,	97	6	0	6	48588	48	491	0	0	0	0	2	491	7265	12	0	2	
57,92,	97	8	0	8	48435	47	711	0	0	0	0	2	711	7442	16	0	2	
57,93,	96	15	3	20	47725	47	2958	2	2	1	1	3	2481	12147	38	259	2	
57,94,	97	6	0	6	48446	48	491	0	0	0	0	2	491	6928	12	0	2	
57,95,	97	6	0	6	48522	48	491	0	0	0	0	2	491	6176	12	0	2	
57,96,	97	6	0	6	48538	47	491	0	0	0	0	2	491	8541	12	0	2	
57,97,	96	6	0	6	48156	48	491	0	0	0	0	2	491	6156	12	0	2	
57,98,	97	7	0	7	48523	48	544	0	0	0	0	2	544	6427	14	0	2	
57,99,	97	7	0	7	48537	48	567	0	0	0	0	2	567	6408	14	0	2	
58,59,	96	4	0	4	48212	48	287	0	0	0	0	1	287	3758	8	0	2	
58,60,	97	6	0	6	48610	48	1321	0	0	0	0	1	1321	4288	12	0	2	
58,61,	96	6	0	6	48275	48	492	0	0	0	0	1	492	4093	12	0	2	
58,62,	96	11	0	11	48378	48	730	0	0	0	0	1	730	4432	22	0	2	
58,63,	96	5	0	5	47781	48	778	0	0	0	0	2	778	5993	10	0	2	
58,64,	97	8	3	11	48343	48	1891	1	1	1	1	3	1667	12095	22	224	2	
58,65,	97	4	0	4	48536	48	1047	0	0	0	0	1	1047	4280	8	0	2	
58,66,	97	3	0	3	48531	48	287	0	0	0	0	1	287	3725	6	0	2	
58,67,	97	3	0	3	48531	48	287	0	0	0	0	1	287	3725	6	0	2	
58,68,	95	46	62	112	45109	39	22736	18	18	16	1	10	13562	105205	206	9044	1	
58,69,	97	3	0	3	48538	47	287	0	0	0	0	1	287	6025	6	0	2	
58,70,	97	6	0	6	48328	45	1374	0	0	0	0	3	1374	13492	12	0	2	
58,71,	97	4	0	4	48558	48	375	0	0	0	0	1	375	4534	8	0	2	
58,72,	97	8	4	14	48115	47	2290	2	2	1	1	4	1815	17885	28	354	2	
58,73,	97	6	0	6	48547	47	641	0	0	0	0	1	641	5789	12	0	2	
58,74,	97	3	0	3	48570	48	287	0	0	0	0	1	287	4256	6	0	2	
58,75,	97	10	0	10	48270	47	4289	0	0	0	0	5	4289	14800	20	0	2	
58,76,	97	4	0	4	48599	48	287	0	0	0	0	1	287	5019	8	0	2	
58,77,	97	3	0	3	48522	48	287	0	0	0	0	1	287	3637	6	0	2	
58,78,	96	3	0	3	48155	48	287	0	0	0	0	1	287	3617	6	0	2	
58,79,	97	4	0	4	48537	47	358	0	0	0	0	1	358	6150	8	0	2	
58,80,	97	5	0	5	48522	48	823	0	0	0	0	1	823	4494	10	0	2	
58,81,	97	4	0	4	48599	48	287	0	0	0	0	1	287	5019	8	0	2	
58,82,	97	4	0	4	48465	48	287	0	0	0	0	1	287	4321	8	0	2	
58,83,	97	5	0	5	48523	48	627	0	0	0	0	1	627	3997	10	0	2	
58,84,	97	12	9	21	47956	46	3543	3	3	3	1	3	2557	17071	36	986	2	
58,85,	97	6	0	6	48563	47	544	0	0	0	0	1	544	5788	12	0	2	
58,86,	97	4	0	4	48557	47	460	0	0	0	0	1	460	5517	8	0	2	
58,87,	97	7	0	7	48302	48	1714	0	0	0	0	3	1714	8280	14	0	2	
58,88,	97	3	0	3	48442	48	287	0	0	0	0	1	287	4430	6	0	2	
58,89,	97	3	0	3	48537	47	287	0	0	0	0	1	287	5605	6	0	2	
58,90,	95	30	2	32	48109	47	5312	1	1	1	1	2	5093	12847	64	219	2	
58,91,	97	3	0	3	48588	48	287	0	0	0	0	1	287	4720	6	0	2	
58,92,	97	5	0	5	48435	47	507	0	0	0	0	1	507	4903	10	0	2	
58,93,	96	12	3	17	47728	47	2754	2	2	1	1	2	2277	9579	32	259	2	
58,94,	97	3	0	3	48446	48	287	0	0	0	0	1	287	4387	6	0	2	
58,95,	97	3	0	3	48522	48	287	0	0	0	0	1	287	3637	6	0	2	
58,96,	97	3	0	3	48538	47	287	0	0	0	0	1	287	6025	6	0	2	
58,97,	96	3	0	3	48155	48	287	0	0	0	0	1	287	3617	6	0	2	
58,98,	97	4	0	4	48523	48	340	0	0	0	0	1	340	3889	8	0	2	
58,99,	97	4	0	4	48537	48	363	0	0	0	0	1	363	3863	8	0	2	
59,60,	96	6	0	6	48292	48	1034	0	0	0	0	1	1034	4032	12	0	2	
59,61,	95	6	0	6	47957	48	205	0	0	0	0	1	205	3841	12	0	2	
59,62,	95	11	0	11	48060	48	443	0	0	0	0	1	443	4184	22	0	2	
59,63,	95	5	0	5	47464	48	491	0	0	0	0	2	491	5742	10	0	2	
59,64,	96	8	3	11	48025	48	1604	1	1	1	1	3	1380	11847	22	224	2	
59,65,	96	4	0	4	48217	48	760	0	0	0	0	1	760	4031	8	0	2	
59,66,	96	3	0	3	48212	48	0	0	0	0	0	1	0	3474	6	0	2	
59,67,	96	3	0	3	48212	48	0	0	0	0	0	1	0	3474	6	0	2	
59,68,	94	46	62	112	44818	39	22449	18	18	16	1	10	13275	104937	206	9044	1	
59,69,	96	3	0	3	48220	47	0	0	0	0	0	1	0	5770	6	0	2	
59,70,	96	6	0	6	48012	45	1087	0	0	0	0	3	1087	13233	12	0	2	
59,71,	96	4	0	4	48240	48	88	0	0	0	0	1	88	4280	8	0	2	
59,72,	96	8	4	14	47801	47	2003	2	2	1	1	4	1528	17628	28	354	2	
59,73,	96	6	0	6	48229	47	354	0	0	0	0	1	354	5534	12	0	2	
59,74,	96	3	0	3	48252	48	0	0	0	0	0	1	0	4002	6	0	2	
59,75,	96	10	0	10	47956	47	4002	0	0	0	0	5	4002	14542	20	0	2	
59,76,	96	4	0	4	48280	48	0	0	0	0	0	1	0	4768	8	0	2	
59,77,	96	3	0	3	48204	48	0	0	0	0	0	1	0	3383	6	0	2	
59,78,	95	3	0	3	47836	48	0	0	0	0	0	1	0	3365	6	0	2	
59,79,	96	4	0	4	48219	47	71	0	0	0	0	1	71	5895	8	0	2	
59,80,	96	5	0	5	48204	48	536	0	0	0	0	1	536	4240	10	0	2	
59,81,	96	4	0	4	48280	48	0	0	0	0	0	1	0	4768	8	0	2	
59,82,	96	4	0	4	48147	48	0	0	0	0	0	1	0	4069	8	0	2	
59,83,	96	5	0	5	48205	48	340	0	0	0	0	1	340	3743	10	0	2	
59,84,	96	12	9	21	47641	46	3256	3	3	3	1	3	2270	16819	36	986	2	
59,85,	96	6	0	6	48244	47	257	0	0	0	0	1	257	5537	12	0	2	
59,86,	96	4	0	4	48239	47	173	0	0	0	0	1	173	5262	8	0	2	
59,87,	96	7	0	7	47986	48	1427	0	0	0	0	3	1427	8024	14	0	2	
59,88,	96	3	0	3	48124	48	0	0	0	0	0	1	0	4178	6	0	2	
59,89,	96	3	0	3	48219	47	0	0	0	0	0	1	0	5350	6	0	2	
59,90,	94	30	2	32	47790	47	5025	1	1	1	1	2	4806	12649	64	219	2	
59,91,	96	3	0	3	48269	48	0	0	0	0	0	1	0	4469	6	0	2	
59,92,	96	5	0	5	48117	47	220	0	0	0	0	1	220	4650	10	0	2	
59,93,	95	12	3	17	47410	47	2467	2	2	1	1	2	1990	9345	32	259	2	
59,94,	96	3	0	3	48128	48	0	0	0	0	0	1	0	4135	6	0	2	
59,95,	96	3	0	3	48204	48	0	0	0	0	0	1	0	3383	6	0	2	
59,96,	96	3	0	3	48220	47	0	0	0	0	0	1	0	5770	6	0	2	
59,97,	95	3	0	3	47836	48	0	0	0	0	0	1	0	3365	6	0	2	
59,98,	96	4	0	4	48205	48	53	0	0	0	0	1	53	3635	8	0	2	
59,99,	96	4	0	4	48219	48	76	0	0	0	0	1	76	3609	8	0	2	
60,61,	96	8	0	8	48355	48	1239	0	0	0	0	1	1239	4374	16	0	2	
60,62,	96	13	0	13	48458	48	1477	0	0	0	0	1	1477	4728	26	0	2	
60,63,	96	7	0	7	47861	48	1525	0	0	0	0	2	1525	6249	14	0	2	
60,64,	97	10	3	13	48423	48	2638	1	1	1	1	3	2414	12367	26	224	2	
60,65,	97	6	0	6	48615	48	1794	0	0	0	0	1	1794	4599	12	0	2	
60,66,	97	5	0	5	48610	48	1034	0	0	0	0	1	1034	4006	10	0	2	
60,67,	97	5	0	5	48610	48	1034	0	0	0	0	1	1034	4006	10	0	2	
60,68,	95	48	62	114	45161	39	23483	18	18	16	1	10	14309	105295	208	9044	1	
60,69,	97	5	0	5	48617	47	1034	0	0	0	0	1	1034	6307	10	0	2	
60,70,	97	8	0	8	48405	45	2121	0	0	0	0	3	2121	13750	16	0	2	
60,71,	97	6	0	6	48638	48	1122	0	0	0	0	1	1122	4824	12	0	2	
60,72,	97	10	4	16	48194	47	3037	2	2	1	1	4	2562	18166	32	354	2	
60,73,	97	8	0	8	48626	47	1388	0	0	0	0	1	1388	6076	16	0	2	
60,74,	97	5	0	5	48650	48	1034	0	0	0	0	1	1034	4549	10	0	2	
60,75,	97	12	0	12	48350	47	5036	0	0	0	0	5	5036	15110	24	0	2	
60,76,	97	6	0	6	48679	48	1034	0	0	0	0	1	1034	5307	12	0	2	
60,77,	97	5	0	5	48601	48	1034	0	0	0	0	1	1034	3938	10	0	2	
60,78,	96	5	0	5	48235	48	1034	0	0	0	0	1	1034	3908	10	0	2	
60,79,	97	6	0	6	48616	47	1105	0	0	0	0	1	1105	6437	12	0	2	
60,80,	97	7	0	7	48601	48	1570	0	0	0	0	1	1570	4803	14	0	2	
60,81,	97	6	0	6	48679	48	1034	0	0	0	0	1	1034	5307	12	0	2	
60,82,	97	6	0	6	48544	48	1034	0	0	0	0	1	1034	4624	12	0	2	
60,83,	97	7	0	7	48602	48	1374	0	0	0	0	1	1374	4299	14	0	2	
60,84,	97	14	9	23	48030	46	4290	3	3	3	1	3	3304	17483	40	986	2	
60,85,	97	8	0	8	48642	47	1291	0	0	0	0	1	1291	6128	16	0	2	
60,86,	97	6	0	6	48637	47	1207	0	0	0	0	1	1207	5777	12	0	2	
60,87,	97	9	0	9	48383	49	2461	0	0	0	0	3	2461	8548	18	0	2	
60,88,	97	5	0	5	48522	48	1034	0	0	0	0	1	1034	4720	10	0	2	
60,89,	97	5	0	5	48616	47	1034	0	0	0	0	1	1034	5886	10	0	2	
60,90,	95	32	2	34	48186	47	6059	1	1	1	1	2	5840	13260	68	219	2	
60,91,	97	5	0	5	48668	48	1034	0	0	0	0	1	1034	5010	10	0	2	
60,92,	97	7	0	7	48514	47	1254	0	0	0	0	1	1254	5204	14	0	2	
60,93,	96	14	3	19	47805	47	3501	2	2	1	1	2	3024	9886	36	259	2	
60,94,	97	5	0	5	48526	48	1034	0	0	0	0	1	1034	4675	10	0	2	
60,95,	97	5	0	5	48601	48	1034	0	0	0	0	1	1034	3938	10	0	2	
60,96,	97	5	0	5	48617	47	1034	0	0	0	0	1	1034	6307	10	0	2	
60,97,	96	5	0	5	48235	48	1034	0	0	0	0	1	1034	3908	10	0	2	
60,98,	97	6	0	6	48602	48	1087	0	0	0	0	1	1087	4192	12	0	2	
60,99,	97	6	0	6	48617	48	1110	0	0	0	0	1	1110	4154	12	0	2	
61,62,	95	13	0	13	48123	48	648	0	0	0	0	1	648	4520	26	0	2	
61,63,	95	7	0	7	47527	48	696	0	0	0	0	2	696	6076	14	0	2	
61,64,	96	10	3	13	48088	48	1809	1	1	1	1	3	1585	12175	26	224	2	
61,65,	96	6	0	6	48280	48	965	0	0	0	0	1	965	4371	12	0	2	
61,66,	96	5	0	5	48275	48	205	0	0	0	0	1	205	3809	10	0	2	
61,67,	96	5	0	5	48275	48	205	0	0	0	0	1	205	3809	10	0	2	
61,68,	94	48	62	114	44878	39	22654	18	18	16	1	10	13480	105240	210	9044	1	
61,69,	96	5	0	5	48283	47	205	0	0	0	0	1	205	6101	10	0	2	
61,70,	96	8	0	8	48075	45	1292	0	0	0	0	3	1292	13554	16	0	2	
61,71,	96	6	0	6	48303	48	293	0	0	0	0	1	293	4614	12	0	2	
61,72,	96	10	4	16	47864	47	2208	2	2	1	1	4	1733	17949	32	354	2	
61,73,	96	8	0	8	48292	47	559	0	0	0	0	1	559	5865	16	0	2	
61,74,	96	5	0	5	48314	48	205	0	0	0	0	1	205	4341	10	0	2	
61,75,	96	12	0	12	48014	47	4207	0	0	0	0	5	4207	14880	24	0	2	
61,76,	96	6	0	6	48343	48	205	0	0	0	0	1	205	5103	12	0	2	
61,77,	96	5	0	5	48267	48	205	0	0	0	0	1	205	3717	10	0	2	
61,78,	95	5	0	5	47899	48	205	0	0	0	0	1	205	3700	10	0	2	
61,79,	96	6	0	6	48282	47	276	0	0	0	0	1	276	6226	12	0	2	
61,80,	96	7	0	7	48267	48	741	0	0	0	0	1	741	4574	14	0	2	
61,81,	96	6	0	6	48343	48	205	0	0	0	0	1	205	5103	12	0	2	
61,82,	96	6	0	6	48210	48	205	0	0	0	0	1	205	4404	12	0	2	
61,83,	96	7	0	7	48268	48	545	0	0	0	0	1	545	4077	14	0	2	
61,84,	96	14	9	23	47704	46	3461	3	3	3	1	3	2475	17143	40	986	2	
61,85,	96	8	0	8	48307	47	462	0	0	0	0	1	462	5873	16	0	2	
61,86,	96	6	0	6	48301	47	378	0	0	0	0	1	378	5610	12	0	2	
61,87,	96	9	0	9	48045	48	1632	0	0	0	0	3	1632	8379	18	0	2	
61,88,	96	5	0	5	48187	48	205	0	0	0	0	1	205	4513	10	0	2	
61,89,	96	5	0	5	48282	47	205	0	0	0	0	1	205	5681	10	0	2	
61,90,	94	32	2	34	47853	47	5230	1	1	1	1	2	5011	12986	68	219	2	
61,91,	96	5	0	5	48332	48	205	0	0	0	0	1	205	4804	10	0	2	
61,92,	96	7	0	7	48180	47	425	0	0	0	0	1	425	4985	14	0	2	
61,93,	95	14	3	19	47473	47	2672	2	2	1	1	2	2195	9681	36	259	2	
61,94,	96	5	0	5	48191	48	205	0	0	0	0	1	205	4470	10	0	2	
61,95,	96	5	0	5	48267	48	205	0	0	0	0	1	205	3717	10	0	2	
61,96,	96	5	0	5	48283	47	205	0	0	0	0	1	205	6101	10	0	2	
61,97,	95	5	0	5	47899	48	205	0	0	0	0	1	205	3700	10	0	2	
61,98,	96	6	0	6	48267	48	258	0	0	0	0	1	258	3717	10	0	2	
61,99,	96	6	0	6	48282	48	281	0	0	0	0	1	281	3944	12	0	2	
62,63,	95	12	0	12	47630	48	934	0	0	0	0	2	934	6420	24	0	2	
62,64,	96	15	3	18	48190	48	2047	1	1	1	1	3	1823	12527	36	224	2	
62,65,	96	11	0	11	48383	48	1203	0	0	0	0	1	1203	4723	22	0	2	
62,66,	96	10	0	10	48378	48	443	0	0	0	0	1	443	4148	20	0	2	
62,67,	96	10	0	10	48378	48	443	0	0	0	0	1	443	4148	20	0	2	
62,68,	94	53	62	119	44958	39	22892	18	18	16	1	10	13718	105788	220	9044	1	
62,69,	96	10	0	10	48385	47	443	0	0	0	0	1	443	6457	20	0	2	
62,70,	96	13	0	13	48175	45	1530	0	0	0	0	3	1530	13938	26	0	2	
62,71,	96	11	0	11	48405	48	531	0	0	0	0	1	531	4959	22	0	2	
62,72,	96	15	4	21	47962	47	2446	2	2	1	1	4	1971	18320	42	354	2	
62,73,	96	13	0	13	48394	47	797	0	0	0	0	1	797	6221	26	0	2	
62,74,	96	10	0	10	48417	48	443	0	0	0	0	1	443	4683	20	0	2	
62,75,	96	17	0	17	48117	47	4445	0	0	0	0	5	4445	15235	34	0	2	
62,76,	96	11	0	11	48446	48	443	0	0	0	0	1	443	5443	22	0	2	
62,77,	96	10	0	10	48369	48	443	0	0	0	0	1	443	4062	20	0	2	
62,78,	95	10	0	10	48002	48	443	0	0	0	0	1	443	4042	20	0	2	
62,79,	96	11	0	11	48384	47	514	0	0	0	0	1	514	6583	22	0	2	
62,80,	96	12	0	12	48369	48	979	0	0	0	0	1	979	4921	24	0	2	
62,81,	96	11	0	11	48446	48	443	0	0	0	0	1	443	5443	22	0	2	
62,82,	96	11	0	11	48313	48	443	0	0	0	0	1	443	4741	22	0	2	
62,83,	96	12	0	12	48370	48	783	0	0	0	0	1	783	4421	24	0	2	
62,84,	96	19	9	28	47803	46	3699	3	3	3	1	3	2713	17494	50	986	2	
62,85,	96	13	0	13	48410	47	700	0	0	0	0	1	700	6214	26	0	2	
62,86,	96	11	0	11	48404	47	616	0	0	0	0	1	616	5951	22	0	2	
62,87,	96	14	0	14	48152	48	1870	0	0	0	0	3	1870	8683	28	0	2	
62,88,	96	10	0	10	48290	48	443	0	0	0	0	1	443	4851	20	0	2	
62,89,	96	10	0	10	48384	47	443	0	0	0	0	1	443	6037	20	0	2	
62,90,	94	37	2	39	47948	47	5468	1	1	1	1	2	5249	13193	76	219	2	
62,91,	96	10	0	10	48435	48	443	0	0	0	0	1	443	5145	20	0	2	
62,92,	96	12	0	12	48283	47	663	0	0	0	0	1	663	5324	24	0	2	
62,93,	95	19	3	24	47575	47	2910	2	2	1	1	2	2433	10004	46	259	2	
62,94,	96	10	0	10	48294	48	443	0	0	0	0	1	443	4808	20	0	2	
62,95,	96	10	0	10	48369	48	443	0	0	0	0	1	443	4062	20	0	2	
62,96,	96	10	0	10	48385	47	443	0	0	0	0	1	443	6457	20	0	2	
62,97,	95	10	0	10	48002	48	443	0	0	0	0	1	443	4042	20	0	2	
62,98,	96	11	0	11	48370	48	496	0	0	0	0	1	496	4315	22	0	2	
62,99,	96	11	0	11	48384	48	519	0	0	0	0	1	519	4288	22	0	2	
63,64,	96	9	3	12	47595	48	2095	1	1	1	1	4	1871	14067	24	224	2	
63,65,	96	5	0	5	47786	48	1251	0	0	0	0	2	1251	6250	10	0	2	
63,66,	96	4	0	4	47781	48	491	0	0	0	0	2	491	5711	8	0	2	
63,67,	96	4	0	4	47781	48	491	0	0	0	0	2	491	5711	8	0	2	
