index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
63,68,	94	47	62	113	44417	39	22940	18	18	16	1	11	13766	106845	208	9044	0	
63,69,	96	4	0	4	47790	47	491	0	0	0	0	2	491	7995	8	0	2	
63,70,	96	7	0	7	47584	45	1578	0	0	0	0	4	1578	15431	14	0	2	
63,71,	96	5	0	5	47810	48	579	0	0	0	0	2	579	6512	10	0	2	
63,72,	96	9	4	15	47375	47	2494	2	2	1	1	5	2019	19822	30	354	2	
63,73,	96	7	0	7	47799	47	845	0	0	0	0	2	845	7760	14	0	2	
63,74,	96	4	0	4	47822	48	491	0	0	0	0	2	491	6234	8	0	2	
63,75,	96	11	0	11	47530	47	4493	0	0	0	0	6	4493	16747	22	0	2	
63,76,	96	5	0	5	47849	48	491	0	0	0	0	2	491	7003	10	0	2	
63,77,	96	4	0	4	47774	48	491	0	0	0	0	2	491	5618	8	0	2	
63,78,	95	4	0	4	47406	48	491	0	0	0	0	2	491	5602	8	0	2	
63,79,	96	5	0	5	47789	47	562	0	0	0	0	2	562	8119	10	0	2	
63,80,	96	6	0	6	47774	48	1027	0	0	0	0	2	1027	6472	12	0	2	
63,81,	96	5	0	5	47849	48	491	0	0	0	0	2	491	7003	10	0	2	
63,82,	96	5	0	5	47717	48	491	0	0	0	0	2	491	6304	10	0	2	
63,83,	96	6	0	6	47775	48	831	0	0	0	0	2	831	5978	12	0	2	
63,84,	96	13	9	22	47214	46	3747	3	3	3	1	4	2761	19034	38	986	2	
63,85,	96	7	0	7	47813	47	748	0	0	0	0	2	748	7771	14	0	2	
63,86,	96	5	0	5	47809	47	664	0	0	0	0	2	664	7486	10	0	2	
63,87,	96	8	0	8	47558	48	1918	0	0	0	0	4	1918	10247	16	0	2	
63,88,	96	4	0	4	47694	48	491	0	0	0	0	2	491	6413	8	0	2	
63,89,	96	4	0	4	47789	47	491	0	0	0	0	2	491	7576	8	0	2	
63,90,	94	31	2	33	47362	47	5516	1	1	1	1	3	5297	14874	66	219	2	
63,91,	96	4	0	4	47838	48	491	0	0	0	0	2	491	6705	8	0	2	
63,92,	96	6	0	6	47687	47	711	0	0	0	0	2	711	6884	12	0	2	
63,93,	95	13	3	18	46983	47	2958	2	2	1	1	3	2481	11577	34	259	2	
63,94,	96	4	0	4	47698	48	491	0	0	0	0	2	491	6370	8	0	2	
63,95,	96	4	0	4	47774	48	491	0	0	0	0	2	491	5618	8	0	2	
63,96,	96	4	0	4	47790	47	491	0	0	0	0	2	491	7995	8	0	2	
63,97,	95	4	0	4	47406	48	491	0	0	0	0	2	491	5602	8	0	2	
63,98,	96	5	0	5	47775	48	544	0	0	0	0	2	544	5869	10	0	2	
63,99,	96	5	0	5	47789	48	567	0	0	0	0	2	567	5844	10	0	2	
64,65,	97	8	3	11	48348	48	2364	1	1	1	1	3	2140	12372	22	224	2	
64,66,	97	7	3	10	48343	48	1604	1	1	1	1	3	1380	11815	20	224	2	
64,67,	97	7	3	10	48343	48	1604	1	1	1	1	3	1380	11815	20	224	2	
64,68,	95	50	70	120	44990	38	25236	18	18	18	1	12	14655	109478	218	10581	0	
64,69,	97	7	3	10	48350	47	1604	1	1	1	1	3	1380	14091	20	224	2	
64,70,	97	10	3	13	48140	45	2691	1	1	1	1	5	2467	21485	26	224	2	
64,71,	97	8	3	11	48370	48	1692	1	1	1	1	3	1468	12612	22	224	2	
64,72,	97	12	7	19	48085	46	3486	2	2	2	1	5	2908	20675	34	578	2	
64,73,	97	10	3	13	48355	47	1958	1	1	1	1	3	1734	13962	24	224	2	
64,74,	97	7	3	10	48382	48	1604	1	1	1	1	3	1380	12347	20	224	2	
64,75,	97	14	3	17	48082	47	5606	1	1	1	1	7	5382	22830	34	224	1	
64,76,	97	8	3	11	48411	48	1604	1	1	1	1	3	1380	13103	22	224	2	
64,77,	97	7	3	10	48334	48	1604	1	1	1	1	3	1380	11719	20	224	2	
64,78,	96	7	3	10	47970	48	1604	1	1	1	1	3	1380	11701	20	224	2	
64,79,	97	8	3	11	48349	47	1675	1	1	1	1	3	1451	14095	22	224	2	
64,80,	97	9	3	12	48334	48	2140	1	1	1	1	3	1916	12140	22	224	2	
64,81,	97	8	3	11	48411	48	1604	1	1	1	1	3	1380	13103	22	224	2	
64,82,	97	8	3	11	48277	48	1604	1	1	1	1	3	1380	12407	22	224	2	
64,83,	97	9	3	12	48335	48	1944	1	1	1	1	3	1720	12079	24	224	2	
64,84,	97	16	12	28	47768	46	4860	4	4	4	1	5	3650	25038	50	1210	1	
64,85,	97	10	3	13	48375	47	1861	1	1	1	1	3	1637	13869	26	224	2	
64,86,	97	8	3	11	48369	47	1777	1	1	1	1	3	1553	13611	22	224	2	
64,87,	97	11	3	14	48114	48	3031	1	1	1	1	5	2807	16358	28	224	2	
64,88,	97	7	3	10	48254	48	1604	1	1	1	1	3	1380	12516	20	224	2	
64,89,	97	7	3	10	48349	47	1604	1	1	1	1	3	1380	13674	20	224	2	
64,90,	95	34	5	39	47921	47	6629	2	2	2	1	4	6186	20967	78	443	2	
64,91,	97	7	3	10	48400	48	1604	1	1	1	1	3	1380	12810	20	224	2	
64,92,	97	9	3	12	48247	47	1824	1	1	1	1	3	1600	12984	24	224	2	
64,93,	96	16	6	24	47537	47	4071	3	3	2	1	4	3370	17659	46	483	2	
64,94,	97	7	3	10	48258	48	1604	1	1	1	1	3	1380	12471	20	224	2	
64,95,	97	7	3	10	48334	48	1604	1	1	1	1	3	1380	11719	20	224	2	
64,96,	97	7	3	10	48350	47	1604	1	1	1	1	3	1380	14091	20	224	2	
64,97,	96	7	3	10	47970	48	1604	1	1	1	1	3	1380	11701	20	224	2	
64,98,	97	8	3	11	48335	48	1657	1	1	1	1	3	1433	11968	22	224	2	
64,99,	97	8	3	11	48349	48	1680	1	1	1	1	3	1456	11947	22	224	2	
65,66,	97	3	0	3	48536	48	760	0	0	0	0	1	760	3996	6	0	2	
65,67,	97	3	0	3	48536	48	760	0	0	0	0	1	760	3996	6	0	2	
65,68,	95	46	62	112	45109	39	23209	18	18	16	1	10	14035	104927	204	9044	1	
65,69,	97	3	0	3	48543	47	760	0	0	0	0	1	760	6280	6	0	2	
65,70,	97	6	0	6	48333	45	1847	0	0	0	0	3	1847	13684	12	0	2	
65,71,	97	4	0	4	48563	48	848	0	0	0	0	1	848	4826	8	0	2	
65,72,	97	8	4	14	48120	47	2763	2	2	1	1	4	2288	18153	28	354	2	
65,73,	97	6	0	6	48552	47	1114	0	0	0	0	1	1114	6071	12	0	2	
65,74,	97	3	0	3	48575	48	760	0	0	0	0	1	760	4548	6	0	2	
65,75,	97	10	0	10	48275	47	4762	0	0	0	0	5	4762	15104	20	0	2	
65,76,	97	4	0	4	48604	48	760	0	0	0	0	1	760	5309	8	0	2	
65,77,	97	3	0	3	48527	48	760	0	0	0	0	1	760	3925	6	0	2	
65,78,	96	3	0	3	48160	48	760	0	0	0	0	1	760	3906	6	0	2	
65,79,	97	4	0	4	48542	47	831	0	0	0	0	1	831	6407	8	0	2	
65,80,	97	5	0	5	48527	48	1296	0	0	0	0	1	1296	4785	10	0	2	
65,81,	97	4	0	4	48604	48	760	0	0	0	0	1	760	5309	8	0	2	
65,82,	97	4	0	4	48470	48	760	0	0	0	0	1	760	4613	8	0	2	
65,83,	97	5	0	5	48528	48	1100	0	0	0	0	1	1100	4284	10	0	2	
65,84,	97	12	9	21	47961	46	4016	3	3	3	1	3	3030	17407	36	986	2	
65,85,	97	6	0	6	48568	47	1017	0	0	0	0	1	1017	6106	12	0	2	
65,86,	97	4	0	4	48562	47	933	0	0	0	0	1	933	5773	8	0	2	
65,87,	97	7	0	7	48307	48	2187	0	0	0	0	3	2187	8571	14	0	2	
65,88,	97	3	0	3	48447	48	760	0	0	0	0	1	760	4721	6	0	2	
65,89,	97	3	0	3	48542	47	760	0	0	0	0	1	760	5859	6	0	2	
65,90,	95	30	2	32	48114	47	5785	1	1	1	1	2	5566	13150	64	219	2	
65,91,	97	3	0	3	48593	48	760	0	0	0	0	1	760	5011	6	0	2	
65,92,	97	5	0	5	48440	47	980	0	0	0	0	1	980	5193	10	0	2	
65,93,	96	12	3	17	47732	47	3227	2	2	1	1	2	2750	9891	32	259	2	
65,94,	97	3	0	3	48451	48	760	0	0	0	0	1	760	4677	6	0	2	
65,95,	97	3	0	3	48527	48	760	0	0	0	0	1	760	3925	6	0	2	
65,96,	97	3	0	3	48543	47	760	0	0	0	0	1	760	6280	6	0	2	
65,97,	96	3	0	3	48160	48	760	0	0	0	0	1	760	3906	6	0	2	
65,98,	97	4	0	4	48528	48	813	0	0	0	0	1	813	4177	8	0	2	
65,99,	97	4	0	4	48542	48	836	0	0	0	0	1	836	4152	8	0	2	
66,67,	97	2	0	2	48531	48	0	0	0	0	0	1	0	3441	4	0	2	
66,68,	95	45	62	111	45109	39	22449	18	18	16	1	10	13275	104927	204	9044	1	
66,69,	97	2	0	2	48538	47	0	0	0	0	0	1	0	5739	4	0	2	
66,70,	97	5	0	5	48328	45	1087	0	0	0	0	3	1087	13206	10	0	2	
66,71,	97	3	0	3	48558	48	88	0	0	0	0	1	88	4248	6	0	2	
66,72,	97	7	4	13	48115	47	2003	2	2	1	1	4	1528	17601	26	354	2	
66,73,	97	5	0	5	48547	47	354	0	0	0	0	1	354	5503	10	0	2	
66,74,	97	2	0	2	48570	48	0	0	0	0	0	1	0	3970	4	0	2	
66,75,	97	9	0	9	48270	47	4002	0	0	0	0	5	4002	14514	18	0	2	
66,76,	97	3	0	3	48599	48	0	0	0	0	0	1	0	4735	6	0	2	
66,77,	97	2	0	2	48522	48	0	0	0	0	0	1	0	3351	4	0	2	
66,78,	96	2	0	2	48155	48	0	0	0	0	0	1	0	3331	4	0	2	
66,79,	97	3	0	3	48537	47	71	0	0	0	0	1	71	5864	6	0	2	
66,80,	97	4	0	4	48522	48	536	0	0	0	0	1	536	4208	8	0	2	
66,81,	97	3	0	3	48599	48	0	0	0	0	0	1	0	4735	6	0	2	
66,82,	97	3	0	3	48465	48	0	0	0	0	0	1	0	4037	6	0	2	
66,83,	97	4	0	4	48523	48	340	0	0	0	0	1	340	3711	8	0	2	
66,84,	97	11	9	20	47956	46	3256	3	3	3	1	3	2270	16789	34	986	2	
66,85,	97	5	0	5	48563	47	257	0	0	0	0	1	257	5504	10	0	2	
66,86,	97	3	0	3	48557	47	173	0	0	0	0	1	173	5231	6	0	2	
66,87,	97	6	0	6	48302	48	1427	0	0	0	0	3	1427	7994	12	0	2	
66,88,	97	2	0	2	48442	48	0	0	0	0	0	1	0	4146	4	0	2	
66,89,	97	2	0	2	48537	47	0	0	0	0	0	1	0	5319	4	0	2	
66,90,	95	29	2	31	48109	47	5025	1	1	1	1	2	4806	12560	62	219	2	
66,91,	97	2	0	2	48588	48	0	0	0	0	0	1	0	4436	4	0	2	
66,92,	97	4	0	4	48435	47	220	0	0	0	0	1	220	4619	8	0	2	
66,93,	96	11	3	16	47728	47	2467	2	2	1	1	2	1990	9293	30	259	2	
66,94,	97	2	0	2	48446	48	0	0	0	0	0	1	0	4103	4	0	2	
66,95,	97	2	0	2	48522	48	0	0	0	0	0	1	0	3351	4	0	2	
66,96,	97	2	0	2	48538	47	0	0	0	0	0	1	0	5739	4	0	2	
66,97,	96	2	0	2	48155	48	0	0	0	0	0	1	0	3331	4	0	2	
66,98,	97	3	0	3	48523	48	53	0	0	0	0	1	53	3603	6	0	2	
66,99,	97	3	0	3	48537	48	76	0	0	0	0	1	76	3577	6	0	2	
67,68,	95	45	62	111	45109	39	22449	18	18	16	1	10	13275	104927	204	9044	1	
67,69,	97	2	0	2	48538	47	0	0	0	0	0	1	0	5739	4	0	2	
67,70,	97	5	0	5	48328	45	1087	0	0	0	0	3	1087	13206	10	0	2	
67,71,	97	3	0	3	48558	48	88	0	0	0	0	1	88	4248	6	0	2	
67,72,	97	7	4	13	48115	47	2003	2	2	1	1	4	1528	17601	26	354	2	
67,73,	97	5	0	5	48547	47	354	0	0	0	0	1	354	5503	10	0	2	
67,74,	97	2	0	2	48570	48	0	0	0	0	0	1	0	3970	4	0	2	
67,75,	97	9	0	9	48270	47	4002	0	0	0	0	5	4002	14514	18	0	2	
67,76,	97	3	0	3	48599	48	0	0	0	0	0	1	0	4735	6	0	2	
67,77,	97	2	0	2	48522	48	0	0	0	0	0	1	0	3351	4	0	2	
67,78,	96	2	0	2	48155	48	0	0	0	0	0	1	0	3331	4	0	2	
67,79,	97	3	0	3	48537	47	71	0	0	0	0	1	71	5864	6	0	2	
67,80,	97	4	0	4	48522	48	536	0	0	0	0	1	536	4208	8	0	2	
67,81,	97	3	0	3	48599	48	0	0	0	0	0	1	0	4735	6	0	2	
67,82,	97	3	0	3	48465	48	0	0	0	0	0	1	0	4037	6	0	2	
67,83,	97	4	0	4	48523	48	340	0	0	0	0	1	340	3711	8	0	2	
67,84,	97	11	9	20	47956	46	3256	3	3	3	1	3	2270	16789	34	986	2	
67,85,	97	5	0	5	48563	47	257	0	0	0	0	1	257	5504	10	0	2	
67,86,	97	3	0	3	48557	47	173	0	0	0	0	1	173	5231	6	0	2	
67,87,	97	6	0	6	48302	48	1427	0	0	0	0	3	1427	7994	12	0	2	
67,88,	97	2	0	2	48442	48	0	0	0	0	0	1	0	4146	4	0	2	
67,89,	97	2	0	2	48537	47	0	0	0	0	0	1	0	5319	4	0	2	
67,90,	95	29	2	31	48109	47	5025	1	1	1	1	2	4806	12560	62	219	2	
67,91,	97	2	0	2	48588	48	0	0	0	0	0	1	0	4436	4	0	2	
67,92,	97	4	0	4	48435	47	220	0	0	0	0	1	220	4619	8	0	2	
67,93,	96	11	3	16	47728	47	2467	2	2	1	1	2	1990	9293	30	259	2	
67,94,	97	2	0	2	48446	48	0	0	0	0	0	1	0	4103	4	0	2	
67,95,	97	2	0	2	48522	48	0	0	0	0	0	1	0	3351	4	0	2	
67,96,	97	2	0	2	48538	47	0	0	0	0	0	1	0	5739	4	0	2	
67,97,	96	2	0	2	48155	48	0	0	0	0	0	1	0	3331	4	0	2	
67,98,	97	3	0	3	48523	48	53	0	0	0	0	1	53	3603	6	0	2	
67,99,	97	3	0	3	48537	48	76	0	0	0	0	1	76	3577	6	0	2	
68,69,	96	45	49	98	45550	39	19797	16	16	14	1	10	13275	99636	182	6392	1	
68,70,	96	48	30	80	46346	42	17484	12	12	11	1	8	14362	82473	150	3001	1	
68,71,	95	46	62	110	45221	39	22449	17	17	16	1	10	13363	103483	202	8965	1	
68,72,	95	50	73	125	44742	38	26071	19	19	18	1	13	14803	112945	222	11147	0	
68,73,	95	48	57	105	45564	40	22282	14	14	14	1	9	13629	93978	192	8653	1	
68,74,	95	45	64	111	45144	39	22449	18	18	17	1	10	13275	105638	204	9053	1	
68,75,	96	52	53	107	45059	38	24221	17	17	16	1	14	17277	111417	196	6823	0	
68,76,	95	46	64	112	45174	39	22449	18	18	17	1	10	13275	106385	206	9053	1	
68,77,	95	45	64	111	45097	38	22449	18	18	17	1	10	13275	105002	204	9053	1	
68,78,	94	45	64	111	44761	39	22449	18	18	17	1	10	13275	104892	204	9053	1	
68,79,	95	46	64	112	45097	38	22520	18	18	17	1	10	13346	105617	204	9053	1	
68,80,	95	47	64	113	44973	38	22985	18	18	17	1	11	13811	107361	208	9053	0	
68,81,	95	46	64	112	45174	39	22449	18	18	17	1	10	13275	106385	206	9053	1	
68,82,	95	46	64	112	45020	39	22449	18	18	17	1	10	13275	105743	204	9053	1	
68,83,	95	47	64	113	45110	38	22789	18	18	17	1	10	13615	105560	206	9053	1	
68,84,	96	54	36	92	45389	39	19471	14	14	13	1	11	15545	101162	168	3805	1	
68,85,	95	48	62	112	45122	39	22697	17	17	16	1	11	13532	105942	206	9044	1	
68,86,	95	46	64	112	45102	38	22622	18	18	17	1	10	13448	105488	204	9053	1	
68,87,	96	49	53	104	44968	38	21646	17	17	16	1	13	14702	108737	192	6823	0	
68,88,	95	45	64	111	45023	39	22449	18	18	17	1	10	13275	105758	204	9053	1	
68,89,	95	45	64	111	45221	39	22449	18	18	17	1	9	13275	103483	202	9053	1	
68,90,	94	72	55	129	44899	37	25244	18	18	17	1	11	18081	111601	240	7042	0	
68,91,	95	45	64	111	45164	39	22449	18	18	17	1	10	13275	106030	204	9053	1	
68,92,	95	47	64	113	44984	37	22669	18	18	17	1	10	13495	106087	206	9053	1	
68,93,	94	54	70	128	44080	36	25093	21	21	19	1	12	15265	115274	234	9489	0	
68,94,	95	45	64	111	45020	39	22449	18	18	17	1	10	13275	105743	204	9053	1	
68,95,	95	45	64	111	45097	38	22449	18	18	17	1	10	13275	105002	204	9053	1	
68,96,	96	45	51	98	45550	39	19797	16	16	15	1	10	13275	99636	182	6401	1	
68,97,	94	45	64	111	44761	39	22449	18	18	17	1	10	13275	104892	204	9053	1	
68,98,	95	46	64	112	45098	38	22502	18	18	17	1	10	13328	105233	206	9053	1	
68,99,	95	46	64	112	45115	38	22525	18	18	17	1	10	13351	105059	206	9053	1	
69,70,	97	5	0	5	48442	45	1087	0	0	0	0	2	1087	11517	8	0	2	
69,71,	97	3	0	3	48565	47	88	0	0	0	0	1	88	6558	6	0	2	
69,72,	97	7	4	13	48122	45	2003	2	2	1	1	4	1528	19924	26	354	2	
69,73,	97	5	0	5	48554	46	354	0	0	0	0	1	354	7840	10	0	2	
69,74,	97	2	0	2	48577	47	0	0	0	0	0	1	0	6280	4	0	2	
69,75,	97	9	0	9	48277	46	4002	0	0	0	0	5	4002	16715	18	0	2	
69,76,	97	3	0	3	48606	47	0	0	0	0	0	1	0	7043	6	0	2	
69,77,	97	2	0	2	48529	47	0	0	0	0	0	1	0	5658	4	0	2	
69,78,	96	2	0	2	48162	47	0	0	0	0	0	1	0	5633	4	0	2	
69,79,	97	3	0	3	48544	46	71	0	0	0	0	1	71	8179	6	0	2	
69,80,	97	4	0	4	48529	47	536	0	0	0	0	1	536	6513	8	0	2	
69,81,	97	3	0	3	48606	47	0	0	0	0	0	1	0	7043	6	0	2	
69,82,	97	3	0	3	48472	47	0	0	0	0	0	1	0	6345	6	0	2	
69,83,	97	4	0	4	48530	47	340	0	0	0	0	1	340	6015	8	0	2	
69,84,	97	11	9	20	47962	45	3256	3	3	3	1	3	2270	19144	34	986	2	
69,85,	97	5	0	5	48570	46	257	0	0	0	0	1	257	7819	10	0	2	
69,86,	97	3	0	3	48564	46	173	0	0	0	0	1	173	7568	6	0	2	
69,87,	97	6	0	6	48309	47	1427	0	0	0	0	3	1427	10299	12	0	2	
69,88,	97	2	0	2	48449	47	0	0	0	0	0	1	0	6452	4	0	2	
69,89,	97	2	0	2	48544	46	0	0	0	0	0	1	0	7635	4	0	2	
69,90,	95	29	2	31	48112	46	5025	1	1	1	1	2	4806	14940	62	219	2	
69,91,	97	2	0	2	48595	47	0	0	0	0	0	1	0	6741	4	0	2	
69,92,	97	4	0	4	48442	46	220	0	0	0	0	1	220	6919	8	0	2	
69,93,	96	11	3	16	47732	47	2467	2	2	1	1	2	1990	11590	30	259	2	
69,94,	97	2	0	2	48453	47	0	0	0	0	0	1	0	6410	4	0	2	
69,95,	97	2	0	2	48529	47	0	0	0	0	0	1	0	5658	4	0	2	
69,96,	97	2	0	2	48545	46	0	0	0	0	0	1	0	8057	4	0	2	
69,97,	96	2	0	2	48162	47	0	0	0	0	0	1	0	5633	4	0	2	
69,98,	97	3	0	3	48530	47	53	0	0	0	0	1	53	5910	6	0	2	
69,99,	97	3	0	3	48544	47	76	0	0	0	0	1	76	5876	6	0	2	
70,71,	97	6	0	6	48355	45	1175	0	0	0	0	3	1175	14038	12	0	2	
70,72,	97	10	8	20	47698	42	3316	4	4	3	1	6	2615	36429	40	580	1	
70,73,	97	8	0	8	48344	44	1441	0	0	0	0	3	1441	15358	16	0	2	
70,74,	97	5	0	5	48367	45	1087	0	0	0	0	3	1087	13771	10	0	2	
70,75,	97	12	0	12	48067	44	5089	0	0	0	0	7	5089	23986	24	0	2	
70,76,	97	6	0	6	48396	45	1087	0	0	0	0	3	1087	14524	12	0	2	
70,77,	97	5	0	5	48319	45	1087	0	0	0	0	3	1087	13141	10	0	2	
70,78,	96	5	0	5	47954	45	1087	0	0	0	0	3	1087	13106	10	0	2	
70,79,	97	6	0	6	48334	44	1158	0	0	0	0	3	1158	15662	12	0	2	
70,80,	97	7	0	7	48319	45	1623	0	0	0	0	3	1623	13987	14	0	2	
70,81,	97	6	0	6	48396	45	1087	0	0	0	0	3	1087	14524	12	0	2	
70,82,	97	6	0	6	48262	45	1087	0	0	0	0	3	1087	13834	12	0	2	
70,83,	97	7	0	7	48320	45	1427	0	0	0	0	3	1427	13492	14	0	2	
70,84,	97	14	9	23	47638	43	4343	3	3	3	1	6	3357	30839	40	986	1	
70,85,	97	8	4	12	48146	42	1570	2	2	2	1	3	1344	24506	24	226	2	
70,86,	97	6	0	6	48354	44	1260	0	0	0	0	3	1260	15085	12	0	2	
70,87,	97	9	0	9	48099	45	2514	0	0	0	0	5	2514	17755	18	0	2	
70,88,	97	5	0	5	48239	45	1087	0	0	0	0	3	1087	13933	10	0	2	
70,89,	97	5	0	5	48334	44	1087	0	0	0	0	3	1087	15123	10	0	2	
70,90,	95	32	2	34	47900	44	6112	1	1	1	1	4	5893	22442	68	219	2	
70,91,	97	5	0	5	48385	45	1087	0	0	0	0	3	1087	14220	10	0	2	
70,92,	97	7	0	7	48232	44	1307	0	0	0	0	3	1307	14390	14	0	2	
70,93,	96	14	3	19	47522	44	3554	2	2	1	1	4	3077	19015	36	259	2	
70,94,	97	5	0	5	48243	45	1087	0	0	0	0	3	1087	13891	10	0	2	
70,95,	97	5	0	5	48319	45	1087	0	0	0	0	3	1087	13141	10	0	2	
70,96,	97	5	0	5	48442	45	1087	0	0	0	0	2	1087	11517	8	0	2	
70,97,	96	5	0	5	47954	45	1087	0	0	0	0	3	1087	13106	10	0	2	
70,98,	97	6	0	6	48320	45	1140	0	0	0	0	3	1140	13391	12	0	2	
70,99,	97	6	0	6	48334	45	1163	0	0	0	0	3	1163	13343	12	0	2	
71,72,	97	8	4	14	48229	47	2091	2	2	1	1	3	1616	15913	24	354	2	
71,73,	97	6	0	6	48571	47	442	0	0	0	0	1	442	6216	10	0	2	
71,74,	97	3	0	3	48597	48	88	0	0	0	0	1	88	4783	6	0	2	
71,75,	97	10	0	10	48297	47	4090	0	0	0	0	5	4090	15335	20	0	2	
71,76,	97	4	0	4	48626	48	88	0	0	0	0	1	88	5541	8	0	2	
71,77,	97	3	0	3	48549	48	88	0	0	0	0	1	88	4162	6	0	2	
71,78,	96	3	0	3	48182	48	88	0	0	0	0	1	88	4139	6	0	2	
71,79,	97	4	0	4	48564	47	159	0	0	0	0	1	159	6685	8	0	2	
71,80,	97	5	0	5	48549	48	624	0	0	0	0	1	624	5020	10	0	2	
71,81,	97	4	0	4	48626	48	88	0	0	0	0	1	88	5541	8	0	2	
71,82,	97	4	0	4	48492	48	88	0	0	0	0	1	88	4848	8	0	2	
71,83,	97	5	0	5	48550	48	428	0	0	0	0	1	428	4522	10	0	2	
71,84,	97	12	9	21	47983	46	3344	3	3	3	1	3	2358	17589	36	986	2	
71,85,	97	6	0	6	48590	47	345	0	0	0	0	1	345	6311	12	0	2	
71,86,	97	4	0	4	48584	47	261	0	0	0	0	1	261	6043	8	0	2	
71,87,	97	7	0	7	48329	48	1515	0	0	0	0	3	1515	8786	14	0	2	
71,88,	97	3	0	3	48469	48	88	0	0	0	0	1	88	4954	6	0	2	
71,89,	97	3	0	3	48564	47	88	0	0	0	0	1	88	6138	6	0	2	
71,90,	95	30	2	32	48133	47	5113	1	1	1	1	2	4894	13424	64	219	2	
71,91,	97	3	0	3	48615	48	88	0	0	0	0	1	88	5245	6	0	2	
71,92,	97	5	0	5	48462	47	308	0	0	0	0	1	308	5428	10	0	2	
71,93,	96	12	3	17	47752	47	2555	2	2	1	1	2	2078	10111	32	259	2	
71,94,	97	3	0	3	48473	48	88	0	0	0	0	1	88	4909	6	0	2	
71,95,	97	3	0	3	48549	48	88	0	0	0	0	1	88	4162	6	0	2	
71,96,	97	3	0	3	48565	47	88	0	0	0	0	1	88	6558	6	0	2	
71,97,	96	3	0	3	48182	48	88	0	0	0	0	1	88	4139	6	0	2	
71,98,	97	4	0	4	48550	48	141	0	0	0	0	1	141	4414	8	0	2	
71,99,	97	4	0	4	48564	48	164	0	0	0	0	1	164	4387	8	0	2	
72,73,	97	10	0	12	48229	47	2003	1	1	0	1	4	1882	15913	24	0	2	
72,74,	97	7	4	13	48154	47	2003	2	2	1	1	4	1528	18144	26	354	2	
72,75,	97	14	4	20	47854	45	6005	2	2	1	1	8	5530	28504	40	354	1	
72,76,	97	8	4	14	48183	47	2003	2	2	1	1	4	1528	18894	28	354	2	
72,77,	97	7	4	13	48106	47	2003	2	2	1	1	4	1528	17528	26	354	2	
72,78,	96	7	4	13	47744	47	2003	2	2	1	1	4	1528	17494	26	354	2	
72,79,	97	8	4	14	48121	45	2074	2	2	1	1	4	1599	20055	28	354	2	
72,80,	97	9	4	15	48106	47	2539	2	2	1	1	4	2064	18344	30	354	2	
72,81,	97	8	4	14	48183	47	2003	2	2	1	1	4	1528	18894	28	354	2	
72,82,	97	8	4	14	48049	47	2003	2	2	1	1	4	1528	18211	28	354	2	
72,83,	97	9	4	15	48107	47	2343	2	2	1	1	4	1868	17886	30	354	2	
72,84,	97	16	13	31	47540	44	5259	5	5	4	1	6	3798	30814	56	1340	1	
72,85,	97	10	8	20	47933	43	2486	4	4	3	1	4	1785	28756	40	580	1	
72,86,	97	8	4	14	48141	45	2176	2	2	1	1	4	1701	19412	28	354	2	
72,87,	97	11	4	17	47886	46	3430	2	2	1	1	6	2955	22064	34	354	1	
72,88,	97	7	4	13	48026	47	2003	2	2	1	1	4	1528	18313	26	354	2	
72,89,	97	7	4	13	48121	45	2003	2	2	1	1	4	1528	19509	26	354	2	
72,90,	95	34	6	42	47690	46	7028	3	3	2	1	5	6334	26760	84	573	1	
72,91,	97	7	4	13	48172	47	2003	2	2	1	1	4	1528	18607	26	354	2	
72,92,	97	9	4	15	48019	46	2223	2	2	1	1	4	1748	18779	30	354	2	
72,93,	96	16	7	27	47309	47	4470	4	4	2	1	5	3518	23391	52	613	1	
72,94,	97	7	4	13	48030	47	2003	2	2	1	1	4	1528	18265	26	354	2	
72,95,	97	7	4	13	48106	47	2003	2	2	1	1	4	1528	17528	26	354	2	
72,96,	97	7	4	13	48122	45	2003	2	2	1	1	4	1528	19924	26	354	2	
72,97,	96	7	4	13	47744	47	2003	2	2	1	1	4	1528	17494	26	354	2	
72,98,	97	8	4	14	48107	47	2056	2	2	1	1	4	1581	17775	28	354	2	
72,99,	97	8	4	14	48121	47	2079	2	2	1	1	4	1604	17743	28	354	2	
73,74,	97	5	0	5	48586	47	354	0	0	0	0	1	354	6064	10	0	2	
73,75,	97	12	0	12	48286	46	4356	0	0	0	0	5	4356	16595	24	0	2	
73,76,	97	6	0	6	48615	47	354	0	0	0	0	1	354	6801	12	0	2	
73,77,	97	5	0	5	48538	47	354	0	0	0	0	1	354	5422	10	0	2	
73,78,	96	5	0	5	48171	47	354	0	0	0	0	1	354	5397	10	0	2	
73,79,	97	6	0	6	48553	46	425	0	0	0	0	1	425	7965	12	0	2	
73,80,	97	7	0	7	48538	47	890	0	0	0	0	1	890	6294	14	0	2	
73,81,	97	6	0	6	48615	47	354	0	0	0	0	1	354	6801	12	0	2	
73,82,	97	6	0	6	48481	47	354	0	0	0	0	1	354	6118	12	0	2	
73,83,	97	7	0	7	48539	47	694	0	0	0	0	1	694	5784	14	0	2	
