index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	load_change	degree_change	fail_neber_load	LCC
321,	49	2	0	2	26894	39	139	0	0	0	0	1	139	1618	4	0	399
322,	49	2	0	2	26919	38	75	0	0	0	0	1	75	2367	4	0	399
323,	49	2	0	2	26982	39	240	0	0	0	0	1	240	2200	4	0	399
324,	49	2	0	2	26937	39	55	0	0	0	0	1	55	2210	4	0	399
325,	49	3	0	3	26956	39	210	0	0	0	0	1	210	2581	6	0	399
326,	49	3	0	3	26933	38	86	0	0	0	0	1	86	2355	6	0	399
327,	49	2	0	2	26918	39	288	0	0	0	0	1	288	1776	4	0	399
328,	49	2	0	2	26964	39	145	0	0	0	0	1	145	1993	4	0	399
329,	49	2	0	2	26953	40	362	0	0	0	0	1	362	1535	4	0	399
330,	49	2	0	2	26951	38	38	0	0	0	0	1	38	2185	4	0	399
331,	49	2	0	2	26940	39	121	0	0	0	0	1	121	2171	4	0	399
332,	49	2	0	2	26943	38	59	0	0	0	0	1	59	1973	4	0	399
333,	49	2	0	2	26924	39	275	0	0	0	0	1	275	1827	4	0	399
334,	49	2	0	2	26924	39	275	0	0	0	0	1	275	1827	4	0	399
335,	49	2	0	2	26976	38	165	0	0	0	0	1	165	2354	4	0	399
336,	49	3	0	3	26976	38	242	0	0	0	0	1	242	2324	6	0	399
337,	49	2	0	2	26877	39	56	0	0	0	0	1	56	2774	4	0	399
338,	49	2	0	2	26947	39	0	0	0	0	0	1	0	1409	4	0	399
339,	49	2	0	2	26945	39	28	0	0	0	0	1	28	2034	4	0	399
